gene_name	chr	start	stop	timing	cancerType
USP38	chr4	144106070	144143141	earlier	LUAD
GAB1	chr4	144257983	144395718	earlier	LUAD
SMARCA5	chr4	144434616	144478642	earlier	LUAD
FREM3	chr4	144498561	144621828	late	LUAD
GYPE	chr4	144792019	144826716	late	LUAD
GYPA	chr4	144917257	145061904	late	LUAD
GYPB	chr4	144917257	144940496	late	LUAD
HHIP-AS1	chr4	145564068	145567171	late	LUAD
HHIP	chr4	145567148	145659881	late	LUAD
ANAPC10	chr4	145915727	146019693	late	LUAD
ABCE1	chr4	146019156	146050676	late	LUAD
SMAD1	chr4	146402951	146480325	late	LUAD
MMAA	chr4	146540540	146581187	early	LUAD
C4orf51	chr4	146601356	146653948	early	LUAD
LINC01095	chr4	147030607	147043065	late	LUAD
LSM6	chr4	147096835	147111213	early	LUAD
SLC10A7	chr4	147175137	147443123	late	LUAD
POU4F2	chr4	147560045	147563623	late	LUAD
TTC29	chr4	147628179	147867034	late	LUAD
EDNRA	chr4	148402069	148466106	early	LUAD
TMEM184C	chr4	148538539	148556672	early	LUAD
PRMT9	chr4	148559534	148605280	early	LUAD
MIR4799	chr4	148703746	148703819	early	LUAD
NR3C2	chr4	148999915	149363672	late	LUAD
DCLK2	chr4	150999426	151178608	early	LUAD
LRBA	chr4	151185811	151936649	late	LUAD
MAB21L2	chr4	151503077	151505845	late	LUAD
RPS3A	chr4	152020725	152025804	early	LUAD
SNORD73A	chr4	152024979	152025043	early	LUAD
SH3D19	chr4	152041433	152149182	early	LUAD
FBXW7	chr4	153242410	153456393	earlier	LUAD
MIR3140	chr4	153410479	153410568	earlier	LUAD
MIR4453HG	chr4	153457416	153460415	earlier	LUAD
TMEM154	chr4	153547266	153601317	earlier	LUAD
TIGD4	chr4	153690506	153700916	earlier	LUAD
FHDC1	chr4	153864135	153900848	early	LUAD
TLR2	chr4	154605441	154627242	early	LUAD
RNF175	chr4	154631312	154681387	early	LUAD
SFRP2	chr4	154701742	154710228	late	LUAD
DCHS2	chr4	155155527	155412930	late	LUAD
PLRG1	chr4	155456149	155471585	late	LUAD
FGB	chr4	155484132	155493915	late	LUAD
FGA	chr4	155504280	155511897	late	LUAD
FGG	chr4	155525286	155533902	late	LUAD
LRAT	chr4	155665152	155674270	late	LUAD
RBM46	chr4	155702424	155749965	late	LUAD
NPY2R	chr4	156129781	156138228	late	LUAD
MAP9	chr4	156263812	156298122	late	LUAD
GUCY1A1	chr4	156587862	156658214	late	LUAD
GUCY1B1	chr4	156680126	156728783	late	LUAD
ASIC5	chr4	156750881	156787425	late	LUAD
TDO2	chr4	156824845	156841558	late	LUAD
CTSO	chr4	156845270	156875048	late	LUAD
GLRB	chr4	157997277	158093242	later	LUAD
LINC02433	chr4	158493642	158497303	late	LUAD
GASK1B	chr4	159045732	159094202	early	LUAD
TMEM144	chr4	159131401	159176439	late	LUAD
RXFP1	chr4	159442866	159574521	late	LUAD
C4orf46	chr4	159587827	159593407	late	LUAD
ETFDH	chr4	159593277	159629841	early	LUAD
PPID	chr4	159630279	159644552	early	LUAD
FNIP2	chr4	159690182	159827954	early	LUAD
C4orf45	chr4	159814684	160024105	early	LUAD
MIR3688-1	chr4	160049954	160050046	early	LUAD
MIR3688-2	chr4	160049957	160050043	early	LUAD
FSTL5	chr4	162305044	163085186	late	LUAD
NAF1	chr4	164047860	164088073	late	LUAD
NPY1R	chr4	164245117	164253947	late	LUAD
NPY5R	chr4	164265091	164273086	late	LUAD
TKTL2	chr4	164392247	164395047	late	LUAD
TMA16	chr4	164415673	164441691	late	LUAD
MARCHF1	chr4	164445450	165304407	late	LUAD
SMIM31	chr4	165675283	165724947	late	LUAD
APELA	chr4	165798156	165818676	late	LUAD
TRIM61	chr4	165875598	165898818	late	LUAD
FAM218A	chr4	165878100	165880273	late	LUAD
TRIM60	chr4	165953151	165962896	late	LUAD
TLL1	chr4	166794410	167025609	late	LUAD
SPOCK3	chr4	167654536	168155741	late	LUAD
ANXA10	chr4	169013688	169108893	early	LUAD
DDX60	chr4	169137442	169239958	early	LUAD
DDX60L	chr4	169277886	169401638	early	LUAD
PALLD	chr4	169418217	169849608	early	LUAD
CBR4	chr4	169784921	169931468	early	LUAD
SH3RF1	chr4	170015407	170192249	early	LUAD
NEK1	chr4	170314421	170533778	early	LUAD
CLCN3	chr4	170541672	170644338	early	LUAD
HPF1	chr4	170650619	170679093	late	LUAD
LINC02431	chr4	171961753	171980311	late	LUAD
GALNTL6	chr4	172734575	173961558	late	LUAD
MIR4276	chr4	175344946	175345015	earlier	LUAD
ADAM29	chr4	175839509	175899331	late	LUAD
GPM6A	chr4	176554088	176923842	late	LUAD
WDR17	chr4	176986985	177103985	late	LUAD
SPATA4	chr4	177105725	177116822	earlier	LUAD
ASB5	chr4	177134826	177190373	earlier	LUAD
SPCS3	chr4	177241090	177253396	earlier	LUAD
LINC01098	chr4	178649911	178911904	late	LUAD
LINC00290	chr4	181985243	182080302	late	LUAD
TENM3-AS1	chr4	183060159	183065668	later	LUAD
TENM3	chr4	183065140	183724177	late	LUAD
MIR1305	chr4	183090446	183090531	later	LUAD
CLDN22	chr4	184239220	184241927	early	LUAD
CLDN24	chr4	184242917	184243579	early	LUAD
CDKN2AIP	chr4	184365789	184369049	early	LUAD
LOC389247	chr4	184415890	184425668	early	LUAD
ING2	chr4	184426220	184432249	early	LUAD
RWDD4	chr4	184560789	184580331	earlier	LUAD
TRAPPC11	chr4	184580420	184634747	earlier	LUAD
LINC02363	chr4	185262184	185275130	early	LUAD
IRF2	chr4	185308876	185395726	early	LUAD
CASP3	chr4	185548850	185570629	early	LUAD
PRIMPOL	chr4	185570767	185616112	early	LUAD
CENPU	chr4	185615219	185655286	early	LUAD
ACSL1	chr4	185676749	185747215	late	LUAD
SLED1	chr4	185719451	185720200	late	LUAD
MIR3945HG	chr4	185764450	185768200	late	LUAD
MIR3945	chr4	185772167	185772264	late	LUAD
LINC01093	chr4	185814154	185820615	late	LUAD
HELT	chr4	185939995	185941958	early	LUAD
SLC25A4	chr4	186064417	186071538	early	LUAD
CFAP97	chr4	186080819	186125182	early	LUAD
SNX25	chr4	186131284	186291339	early	LUAD
LRP2BP	chr4	186285032	186300152	early	LUAD
ANKRD37	chr4	186317840	186321782	early	LUAD
UFSP2	chr4	186320694	186347139	early	LUAD
C4orf47	chr4	186350545	186370821	early	LUAD
CCDC110	chr4	186366338	186392913	early	LUAD
PDLIM3	chr4	186421815	186456712	early	LUAD
SORBS2	chr4	186506598	186877870	late	LUAD
TLR3	chr4	186990309	187006252	late	LUAD
FAM149A	chr4	187065215	187093817	late	LUAD
FLJ38576	chr4	187110186	187112644	late	LUAD
CYP4V2	chr4	187112674	187134617	late	LUAD
KLKB1	chr4	187148672	187179625	late	LUAD
F11	chr4	187187118	187210835	late	LUAD
F11-AS1	chr4	187207252	187422212	late	LUAD
MTNR1A	chr4	187454809	187476537	late	LUAD
FAT1	chr4	187508937	187647850	late	LUAD
LOC339975	chr4	188225237	188426767	late	LUAD
ZFP42	chr4	188916925	188926199	late	LUAD
TRIML2	chr4	189012427	189030422	late	LUAD
TRIML1	chr4	189060598	189068649	late	LUAD
FRG1	chr4	190861974	190884359	late	LUAD
DUX4L8	chr4	190988993	191013442	late	LUAD
PLEKHG4B	chr5	140373	190087	early	LUAD
LRRC14B	chr5	191626	195468	early	LUAD
CCDC127	chr5	204875	218297	early	LUAD
SDHA	chr5	218356	256814	early	LUAD
PDCD6	chr5	271736	315089	early	LUAD
AHRR	chr5	304292	438405	early	LUAD
EXOC3-AS1	chr5	441643	443258	early	LUAD
EXOC3	chr5	443334	467409	early	LUAD
PP7080	chr5	470625	473080	early	LUAD
SLC9A3	chr5	473334	524549	early	LUAD
MIR4456	chr5	535955	535997	early	LUAD
LOC100996325	chr5	602284	612325	early	LUAD
TRIP13	chr5	892969	918164	earlier	LUAD
LOC100506688	chr5	988425	997455	earlier	LUAD
NKD2	chr5	1009077	1038927	earlier	LUAD
SLC12A7	chr5	1050489	1112172	earlier	LUAD
MIR4635	chr5	1063011	1063089	earlier	LUAD
SLC6A19	chr5	1201710	1225230	earlier	LUAD
SLC6A18	chr5	1225470	1246304	earlier	LUAD
TERT	chr5	1253287	1295162	earlier	LUAD
MIR4457	chr5	1309425	1309492	earlier	LUAD
CLPTM1L	chr5	1318000	1345002	earlier	LUAD
SLC6A3	chr5	1392905	1445543	earlier	LUAD
LPCAT1	chr5	1461542	1524076	earlier	LUAD
SDHAP3	chr5	1568637	1594646	earlier	LUAD
LOC728613	chr5	1597672	1634120	earlier	LUAD
MIR4277	chr5	1708900	1708983	earlier	LUAD
MRPL36	chr5	1798499	1799956	earlier	LUAD
IRX2	chr5	2746279	2751769	late	LUAD
C5orf38	chr5	2752262	2755511	late	LUAD
LINC01019	chr5	3417266	3536208	late	LUAD
IRX1	chr5	3596168	3601517	late	LUAD
LINC01020	chr5	5034472	5070115	late	LUAD
ADAMTS16	chr5	5140443	5320412	late	LUAD
LINC02145	chr5	6310554	6337405	late	LUAD
MED10	chr5	6372039	6378639	late	LUAD
UBE2QL1	chr5	6448736	6496834	late	LUAD
LINC01018	chr5	6582287	6588613	late	LUAD
NSUN2	chr5	6599352	6633473	late	LUAD
MIR4278	chr5	6827966	6828034	late	LUAD
LOC442132	chr5	7299487	7306827	late	LUAD
ADCY2	chr5	7396343	7830194	late	LUAD
C5orf49	chr5	7830491	7851603	late	LUAD
FASTKD3	chr5	7859272	7869150	late	LUAD
MTRR	chr5	7869217	7901235	late	LUAD
LINC02226	chr5	8333596	8457677	late	LUAD
MIR4458HG	chr5	8457800	8463209	late	LUAD
MIR4458	chr5	8461038	8461112	late	LUAD
SEMA5A	chr5	9035138	9546233	late	LUAD
LINC02112	chr5	9641427	9903936	late	LUAD
ATPSCKMT	chr5	10225620	10250021	early	LUAD
CCT5	chr5	10250282	10266501	early	LUAD
CMBL	chr5	10277707	10308168	early	LUAD
MARCHF6	chr5	10353751	10440500	early	LUAD
ROPN1L-AS1	chr5	10440847	10441963	early	LUAD
ROPN1L	chr5	10441974	10465138	early	LUAD
CTNND2	chr5	10971952	11904110	late	LUAD
LINC01194	chr5	12574969	12805295	late	LUAD
DNAH5	chr5	13690437	13944589	early	LUAD
TRIO	chr5	14143829	14509458	early	LUAD
OTULINL	chr5	14581891	14616287	early	LUAD
OTULIN	chr5	14664783	14699842	early	LUAD
ANKH	chr5	14704909	14871887	late	LUAD
LOC100130744	chr5	14712803	14716638	early	LUAD
MIR4637	chr5	14826038	14826121	late	LUAD
FBXL7	chr5	15500305	15939900	late	LUAD
MARCHF11	chr5	16067474	16179897	late	LUAD
ZNF622	chr5	16451628	16465894	late	LUAD
RETREG1	chr5	16473147	16617167	late	LUAD
BASP1-AS1	chr5	17130137	17217531	early	LUAD
BASP1	chr5	17216932	17276954	earlier	LUAD
LINC02111	chr5	17379015	17387419	earlier	LUAD
CDH18	chr5	19473155	20575982	late	LUAD
GUSBP1	chr5	21341942	21589481	late	LUAD
CDH12	chr5	21750973	22853731	late	LUAD
PMCHL1	chr5	22142461	22152612	late	LUAD
PRDM9	chr5	23507724	23528706	late	LUAD
CDH10	chr5	24487209	24645085	late	LUAD
LINC02239	chr5	24835389	24840692	late	LUAD
CDH9	chr5	26880709	27038689	late	LUAD
PURPL	chr5	27472399	27496508	late	LUAD
CDH6	chr5	31193762	31329253	late	LUAD
DROSHA	chr5	31400602	31532282	late	LUAD
C5orf22	chr5	31532373	31555165	late	LUAD
SUB1	chr5	32585605	32604185	late	LUAD
ADAMTS12	chr5	33527287	33892124	later	LUAD
RXFP3	chr5	33936491	33939023	later	LUAD
SLC45A2	chr5	33944721	33984780	later	LUAD
AMACR	chr5	33987091	34008220	later	LUAD
C1QTNF3	chr5	34017963	34043371	later	LUAD
RAI14	chr5	34656433	34832717	early	LUAD
TTC23L	chr5	34839269	34899564	early	LUAD
RAD1	chr5	34905366	34918383	early	LUAD
BRIX1	chr5	34915820	34925787	early	LUAD
DNAJC21	chr5	34929698	34959069	early	LUAD
AGXT2	chr5	34998206	35048240	early	LUAD
PRLR	chr5	35048861	35230823	late	LUAD
IL7R	chr5	35856977	35879705	later	LUAD
CAPSL	chr5	35904398	35938881	later	LUAD
UGT3A1	chr5	35953191	36001130	later	LUAD
UGT3A2	chr5	36035119	36067023	later	LUAD
RANBP3L	chr5	36249104	36302011	later	LUAD
SLC1A3	chr5	36606457	36688436	later	LUAD
NIPBL-DT	chr5	36871463	36876796	early	LUAD
NIPBL	chr5	36876861	37065921	early	LUAD
CPLANE1	chr5	37106330	37249530	early	LUAD
NUP155	chr5	37291941	37371197	early	LUAD
GDNF	chr5	37812779	37839782	later	LUAD
GDNF-AS1	chr5	37840540	37875900	later	LUAD
EGFLAM	chr5	38258511	38465582	late	LUAD
EGFLAM-AS4	chr5	38282371	38291088	late	LUAD
EGFLAM-AS2	chr5	38399916	38403573	early	LUAD
LIFR	chr5	38475065	38595507	early	LUAD
MIR3650	chr5	38557604	38557663	early	LUAD
OSMR	chr5	38845960	38935743	earlier	LUAD
RICTOR	chr5	38938022	39074501	earlier	LUAD
FYB1	chr5	39105354	39270759	earlier	LUAD
C9	chr5	39284378	39364655	earlier	LUAD
DAB2	chr5	39371776	39425335	late	LUAD
PTGER4	chr5	40680032	40693837	early	LUAD
TTC33	chr5	40711678	40756072	early	LUAD
PRKAA1	chr5	40759481	40798297	early	LUAD
RPL37	chr5	40831430	40835387	early	LUAD
SNORD72	chr5	40832758	40832837	early	LUAD
CARD6	chr5	40841410	40855456	early	LUAD
C7	chr5	40909599	40983042	late	LUAD
MROH2B	chr5	40998122	41071444	late	LUAD
C6	chr5	41142248	41261540	late	LUAD
PLCXD3	chr5	41307048	41510730	late	LUAD
OXCT1	chr5	41730167	41870791	late	LUAD
C5orf51	chr5	41904470	41921738	late	LUAD
FBXO4	chr5	41925356	41941672	late	LUAD
GHR	chr5	42423877	42721980	late	LUAD
NIM1K	chr5	43192170	43280952	early	LUAD
HMGCS1	chr5	43287572	43313614	early	LUAD
CCL28	chr5	43376748	43412488	early	LUAD
TMEM267	chr5	43444354	43483992	early	LUAD
C5orf34	chr5	43486803	43515273	early	LUAD
PAIP1	chr5	43526370	43557521	early	LUAD
NNT-AS1	chr5	43573287	43603332	early	LUAD
NNT	chr5	43602791	43705668	early	LUAD
FGF10	chr5	44305097	44388784	late	LUAD
MRPS30	chr5	44809027	44815618	late	LUAD
HCN1	chr5	45255052	45696220	late	LUAD
EMB	chr5	49692031	49737234	late	LUAD
PARP8	chr5	49961733	50142356	late	LUAD
ISL1	chr5	50678958	50690563	late	LUAD
ITGA1	chr5	52083774	52249485	early	LUAD
PELO	chr5	52083774	52098452	late	LUAD
ITGA2	chr5	52285156	52390609	early	LUAD
FST	chr5	52776264	52782304	later	LUAD
NDUFS4	chr5	52856465	52979171	later	LUAD
ARL15	chr5	53180614	53606403	late	LUAD
MIR581	chr5	53247334	53247429	late	LUAD
HSPB3	chr5	53751431	53752214	late	LUAD
ESM1	chr5	54273695	54281414	late	LUAD
GZMK	chr5	54320107	54329960	late	LUAD
GZMA	chr5	54398474	54406080	late	LUAD
CDC20B	chr5	54408799	54469005	early	LUAD
GPX8	chr5	54455984	54463129	early	LUAD
MIR449C	chr5	54468090	54468181	early	LUAD
MCIDAS	chr5	54515425	54523143	early	LUAD
CCNO	chr5	54526981	54529508	early	LUAD
DHX29	chr5	54552073	54603521	early	LUAD
PLPP1	chr5	54720670	54830906	early	LUAD
RNF138P1	chr5	54824670	54830370	early	LUAD
SLC38A9	chr5	54921673	55008554	early	LUAD
DDX4	chr5	55033845	55112974	early	LUAD
IL31RA	chr5	55147207	55218682	early	LUAD
IL6ST	chr5	55230925	55290821	early	LUAD
FLJ31104	chr5	55290995	55299475	early	LUAD
ANKRD55	chr5	55395507	55529186	early	LUAD
MAP3K1	chr5	56110900	56191978	late	LUAD
SETD9	chr5	56205087	56221359	late	LUAD
GPBP1	chr5	56469775	56560506	early	LUAD
PART1	chr5	59783540	59843484	earlier	LUAD
ERCC8	chr5	60169659	60240905	early	LUAD
NDUFAF2	chr5	60240956	60448864	early	LUAD
SMIM15	chr5	60453536	60458302	early	LUAD
ZSWIM6	chr5	60628100	60841999	early	LUAD
C5orf64	chr5	60933636	61002362	early	LUAD
KIF2A	chr5	61601989	61683011	late	LUAD
DIMT1	chr5	61684351	61699728	early	LUAD
IPO11	chr5	61708573	61924416	late	LUAD
LRRC70	chr5	61874562	61877275	late	LUAD
IPO11-LRRC70	chr5	61874562	61924416	late	LUAD
HTR1A	chr5	63255875	63258119	late	LUAD
SHISAL2B	chr5	63986135	64014017	late	LUAD
CWC27	chr5	64064755	64314590	later	LUAD
ADAMTS6	chr5	64444563	64777704	later	LUAD
SGTB	chr5	64961755	65017941	early	LUAD
NLN	chr5	65018023	65125111	early	LUAD
ERBIN	chr5	65222382	65376851	early	LUAD
LOC100303749	chr5	65240633	65241401	early	LUAD
SREK1	chr5	65440046	65479444	early	LUAD
MAST4	chr5	65892176	66465423	late	LUAD
CD180	chr5	66478104	66492617	early	LUAD
SLC30A5	chr5	68389776	68426899	early	LUAD
CCNB1	chr5	68462837	68474070	early	LUAD
CENPH	chr5	68485375	68506184	early	LUAD
MRPS36	chr5	68513573	68525985	early	LUAD
CDK7	chr5	68530622	68573257	early	LUAD
CCDC125	chr5	68576519	68628620	early	LUAD
TAF9	chr5	68647553	68665840	early	LUAD
RAD17	chr5	68665124	68710630	early	LUAD
MARVELD2	chr5	68710939	68738984	early	LUAD
OCLN	chr5	68788119	68853931	early	LUAD
GTF2H2C	chr5	68856032	68888729	early	LUAD
GUSBP3	chr5	68921201	69586004	early	LUAD
SERF1A	chr5	69321072	70214357	early	LUAD
SMN1	chr5	69345350	70247953	early	LUAD
SMN2	chr5	69345350	70248842	early	LUAD
GUSBP14	chr5	69422177	69881549	early	LUAD
GUSBP15	chr5	69497639	69881549	early	LUAD
GTF2H2B	chr5	69711197	69746189	late	LUAD
GUSBP9	chr5	69812079	70585523	early	LUAD
NAIP	chr5	70264310	70407863	early	LUAD
PMCHL2	chr5	70671612	70681820	earlier	LUAD
BDP1	chr5	70751442	70863649	early	LUAD
MCCC2	chr5	70883115	70954530	early	LUAD
CARTPT	chr5	71014990	71016875	earlier	LUAD
MAP1B	chr5	71403118	71505397	early	LUAD
MIR4803	chr5	71465294	71465367	early	LUAD
TNPO1	chr5	72112418	72210215	early	LUAD
MIR4804	chr5	72174418	72174490	early	LUAD
FCHO2	chr5	72251808	72386349	early	LUAD
TMEM171	chr5	72416388	72427644	early	LUAD
TMEM174	chr5	72469023	72470970	early	LUAD
BTF3	chr5	72794250	72801448	early	LUAD
ANKRA2	chr5	72848025	72861511	early	LUAD
UTP15	chr5	72861598	72877794	early	LUAD
ARHGEF28	chr5	72921983	73237818	early	LUAD
ENC1	chr5	73923231	73937249	early	LUAD
HEXB	chr5	73935848	74017113	early	LUAD
GFM2	chr5	74017031	74063042	early	LUAD
NSA2	chr5	74062816	74072737	early	LUAD
GCNT4	chr5	74323289	74326724	earlier	LUAD
ANKRD31	chr5	74364122	74532703	earlier	LUAD
HMGCR	chr5	74632154	74657926	earlier	LUAD
CERT1	chr5	74666928	74807806	earlier	LUAD
POLK	chr5	74807657	74895646	late	LUAD
ANKDD1B	chr5	74907301	74967671	early	LUAD
POC5	chr5	74970024	75013313	late	LUAD
SV2C	chr5	75379305	75621416	late	LUAD
F2RL2	chr5	75911307	75919259	earlier	LUAD
S100Z	chr5	76145826	76217056	earlier	LUAD
CRHBP	chr5	76248680	76265299	earlier	LUAD
LHFPL2	chr5	77781038	77944648	early	LUAD
DMGDH	chr5	78293429	78365449	earlier	LUAD
BHMT2	chr5	78365547	78385897	earlier	LUAD
BHMT	chr5	78407604	78428113	earlier	LUAD
JMY	chr5	78531925	78623038	earlier	LUAD
HOMER1	chr5	78669647	78809659	earlier	LUAD
LOC644936	chr5	79594917	79596297	earlier	LUAD
SPZ1	chr5	79615790	79617660	earlier	LUAD
CRSP8P	chr5	79646424	79647785	earlier	LUAD
ZFYVE16	chr5	79703838	79775498	earlier	LUAD
FAM151B	chr5	79783800	79838382	earlier	LUAD
ANKRD34B	chr5	79852574	79866304	earlier	LUAD
DHFR	chr5	79922045	79950800	earlier	LUAD
MTRNR2L2	chr5	79945819	79946854	earlier	LUAD
MSH3	chr5	79950467	80172634	earlier	LUAD
RASGRF2	chr5	80256508	80525981	earlier	LUAD
RNU5E-1	chr5	80501462	80746718	earlier	LUAD
CKMT2	chr5	80529139	80562217	earlier	LUAD
CKMT2-AS1	chr5	80533384	80597388	earlier	LUAD
ZCCHC9	chr5	80597402	80608965	earlier	LUAD
ACOT12	chr5	80625947	80689988	earlier	LUAD
SSBP2	chr5	80713179	81047072	late	LUAD
ATG10	chr5	81267844	81551216	late	LUAD
RPS23	chr5	81569139	81574235	late	LUAD
ATP6AP1L	chr5	81575281	81614147	late	LUAD
MIR3977	chr5	82135974	82136043	late	LUAD
XRCC4	chr5	82373317	82649579	late	LUAD
VCAN	chr5	82767493	82878122	late	LUAD
EDIL3	chr5	83238126	83680611	later	LUAD
NBPF22P	chr5	85578262	85593365	late	LUAD
COX7C	chr5	85913784	85916583	late	LUAD
TMEM161B	chr5	87491023	87564665	late	LUAD
TMEM161B-AS1	chr5	87564699	87732491	late	LUAD
LINC00461	chr5	87836597	87980620	late	LUAD
MIR9-2	chr5	87962671	87962757	late	LUAD
MEF2C	chr5	88014058	88199922	late	LUAD
ARRDC3	chr5	90664541	90679149	early	LUAD
NR2F1-AS1	chr5	92745065	92917003	late	LUAD
NR2F1	chr5	92919043	92929786	late	LUAD
FAM172A	chr5	92953431	93447404	late	LUAD
MIR2277	chr5	92956402	92956494	late	LUAD
POU5F2	chr5	93076015	93077309	late	LUAD
KIAA0825	chr5	93486556	93954309	late	LUAD
SLF1	chr5	93954391	94031573	late	LUAD
MCTP1	chr5	94042289	94620279	late	LUAD
GPR150	chr5	94955980	94957284	early	LUAD
RFESD	chr5	94982481	94992849	early	LUAD
SPATA9	chr5	94987885	95018714	early	LUAD
RHOBTB3	chr5	95053337	95132071	early	LUAD
GLRX	chr5	95149553	95158577	early	LUAD
LINC01554	chr5	95187936	95195836	early	LUAD
PCSK1	chr5	95726040	95768985	early	LUAD
CAST	chr5	95997741	96115299	early	LUAD
ERAP1	chr5	96096514	96149848	early	LUAD
ERAP2	chr5	96211644	96255406	early	LUAD
LNPEP	chr5	96271346	96365115	early	LUAD
LIX1	chr5	96427574	96478520	late	LUAD
RIOK2	chr5	96496571	96519005	late	LUAD
RGMB	chr5	98104999	98132198	late	LUAD
RGMB-AS1	chr5	98105322	98108788	late	LUAD
CHD1	chr5	98190908	98262238	late	LUAD
LOC100133050	chr5	99715209	99723958	late	LUAD
FAM174A	chr5	99871124	99922440	late	LUAD
ST8SIA4	chr5	100142639	100238987	late	LUAD
SLCO4C1	chr5	101569692	101632253	late	LUAD
SLCO6A1	chr5	101707649	101834720	late	LUAD
EFNA5	chr5	106712590	107006596	earlier	LUAD
FBXL17	chr5	107194734	107717799	late	LUAD
FER	chr5	108083523	108523373	late	LUAD
PJA2	chr5	108670410	108745675	late	LUAD
TMEM232	chr5	109624934	110062450	late	LUAD
SLC25A46	chr5	110073862	110098484	late	LUAD
TSLP	chr5	110405778	110413722	late	LUAD
WDR36	chr5	110427870	110466200	late	LUAD
CAMK4	chr5	110559947	110820748	late	LUAD
STARD4	chr5	110834022	110848233	late	LUAD
STARD4-AS1	chr5	110847924	111075423	later	LUAD
NREP	chr5	110998321	111312628	later	LUAD
NREP-AS1	chr5	111248205	111353003	later	LUAD
EPB41L4A	chr5	111478138	111755010	later	LUAD
EPB41L4A-AS1	chr5	111496223	111498198	later	LUAD
SNORA13	chr5	111497182	111497314	later	LUAD
EPB41L4A-DT	chr5	111755280	111756677	late	LUAD
APC	chr5	112043202	112181936	early	LUAD
SRP19	chr5	112196885	112228776	early	LUAD
REEP5	chr5	112212081	112258031	early	LUAD
DCP2	chr5	112312407	112357892	early	LUAD
TSSK1B	chr5	112768251	112770728	later	LUAD
YTHDC2	chr5	112849391	112930984	late	LUAD
KCNN2	chr5	113698016	113832197	late	LUAD
CCDC112	chr5	114602885	114632458	earlier	LUAD
CDO1	chr5	115140430	115152405	late	LUAD
ATG12	chr5	115163894	115177548	late	LUAD
AP3S1	chr5	115177619	115249778	late	LUAD
LVRN	chr5	115298151	115363299	late	LUAD
ARL14EPL	chr5	115387163	115394827	late	LUAD
COMMD10	chr5	115420727	115628978	late	LUAD
SEMA6A	chr5	115779251	115910551	late	LUAD
LINC00992	chr5	116751208	116915439	late	LUAD
DTWD2	chr5	118172569	118324240	late	LUAD
DMXL1	chr5	118406900	118584822	early	LUAD
TNFAIP8	chr5	118604418	118730294	early	LUAD
HSD17B4	chr5	118788138	118878030	late	LUAD
FAM170A	chr5	118965254	118971517	late	LUAD
PRR16	chr5	119800019	120022964	late	LUAD
SRFBP1	chr5	121297656	121364295	later	LUAD
LOX	chr5	121398890	121414055	later	LUAD
ZNF474	chr5	121465215	121489266	later	LUAD
LOC100505841	chr5	121495871	121518358	later	LUAD
MGC32805	chr5	121772192	121814782	late	LUAD
SNX2	chr5	122110691	122170234	late	LUAD
SNX24	chr5	122181160	122344902	late	LUAD
PPIC	chr5	122359078	122372425	late	LUAD
PRDM6	chr5	122424841	122523745	late	LUAD
CEP120	chr5	122680579	122759286	late	LUAD
CSNK1G3	chr5	122847793	122952738	late	LUAD
ZNF608	chr5	123972610	124084500	late	LUAD
MEGF10	chr5	126626456	126796910	late	LUAD
FBN2	chr5	127593601	127873916	late	LUAD
SLC27A6	chr5	128301210	128369335	late	LUAD
ISOC1	chr5	128430442	128449719	late	LUAD
ADAMTS19	chr5	128796103	129074376	late	LUAD
MINAR2	chr5	129083884	129100756	late	LUAD
CHSY3	chr5	129240523	129522327	late	LUAD
LYRM7	chr5	130506641	130541119	early	LUAD
CDC42SE2	chr5	130599702	130730382	earlier	LUAD
RAPGEF6	chr5	130759614	131132756	late	LUAD
FNIP1	chr5	130977407	131132756	late	LUAD
ACSL6	chr5	131142684	131347870	early	LUAD
MEIKIN	chr5	131142684	131281391	early	LUAD
IL3	chr5	131396347	131398896	early	LUAD
CSF2	chr5	131409485	131411863	early	LUAD
P4HA2	chr5	131528304	131563556	early	LUAD
PDLIM4	chr5	131593351	131609147	early	LUAD
SLC22A4	chr5	131630145	131679899	early	LUAD
MIR3936HG	chr5	131646969	131705608	early	LUAD
MIR3936	chr5	131701182	131701291	early	LUAD
SLC22A5	chr5	131705401	131731306	early	LUAD
IRF1-AS1	chr5	131746465	131822549	early	LUAD
IRF1	chr5	131776132	131831259	early	LUAD
IL5	chr5	131877136	131879214	early	LUAD
RAD50	chr5	131891711	131980313	early	LUAD
IL13	chr5	131993865	131996801	early	LUAD
IL4	chr5	132009678	132018370	early	LUAD
KIF3A	chr5	132028323	132073265	early	LUAD
CCNI2	chr5	132083137	132089856	early	LUAD
SEPTIN8	chr5	132086509	132113561	early	LUAD
SOWAHA	chr5	132149033	132152489	early	LUAD
SHROOM1	chr5	132157833	132166590	early	LUAD
GDF9	chr5	132196878	132202576	early	LUAD
UQCRQ	chr5	132202319	132204536	early	LUAD
LEAP2	chr5	132209358	132210582	early	LUAD
AFF4	chr5	132211071	132299354	early	LUAD
ZCCHC10	chr5	132332678	132362240	early	LUAD
HSPA4	chr5	132387662	132440709	early	LUAD
FSTL4	chr5	132532152	132948223	late	LUAD
MIR1289-2	chr5	132763288	132763398	late	LUAD
C5orf15	chr5	133291198	133304406	early	LUAD
VDAC1	chr5	133307566	133442104	early	LUAD
TCF7	chr5	133450402	133483920	early	LUAD
SKP1	chr5	133492082	133512724	early	LUAD
