chr	start	stop	timing	cancerType
chr12	119400000	119450000	late	LUAD
chr12	119450000	119500000	late	LUAD
chr12	119500000	119550000	late	LUAD
chr12	119550000	119600000	late	LUAD
chr12	119600000	119650000	late	LUAD
chr12	119650000	119700000	early	LUAD
chr12	119700000	119750000	early	LUAD
chr12	119750000	119800000	early	LUAD
chr12	119800000	119850000	early	LUAD
chr12	119850000	119900000	early	LUAD
chr12	119900000	119950000	early	LUAD
chr12	119950000	1.2e+08	early	LUAD
chr12	1.2e+08	120050000	early	LUAD
chr12	120050000	120100000	early	LUAD
chr12	120100000	120150000	early	LUAD
chr12	120150000	120200000	early	LUAD
chr12	120350000	120400000	early	LUAD
chr12	120400000	120450000	early	LUAD
chr12	120450000	120500000	early	LUAD
chr12	120500000	120550000	early	LUAD
chr12	120550000	120600000	early	LUAD
chr12	120600000	120650000	early	LUAD
chr12	120650000	120700000	early	LUAD
chr12	120700000	120750000	early	LUAD
chr12	120750000	120800000	early	LUAD
chr12	121050000	121100000	early	LUAD
chr12	121100000	121150000	early	LUAD
chr12	121150000	121200000	early	LUAD
chr12	121200000	121250000	early	LUAD
chr12	121250000	121300000	early	LUAD
chr12	121300000	121350000	early	LUAD
chr12	121350000	121400000	early	LUAD
chr12	121400000	121450000	early	LUAD
chr12	121450000	121500000	early	LUAD
chr12	121500000	121550000	early	LUAD
chr12	121550000	121600000	early	LUAD
chr12	121600000	121650000	early	LUAD
chr12	121650000	121700000	early	LUAD
chr12	121700000	121750000	early	LUAD
chr12	121750000	121800000	early	LUAD
chr12	121800000	121850000	early	LUAD
chr12	121850000	121900000	early	LUAD
chr12	121900000	121950000	early	LUAD
chr12	121950000	1.22e+08	early	LUAD
chr12	1.22e+08	122050000	early	LUAD
chr12	122050000	122100000	early	LUAD
chr12	122100000	122150000	early	LUAD
chr12	122150000	122200000	early	LUAD
chr12	122200000	122250000	early	LUAD
chr12	122250000	122300000	early	LUAD
chr12	122300000	122350000	early	LUAD
chr12	1.23e+08	123050000	early	LUAD
chr12	123050000	123100000	early	LUAD
chr12	123100000	123150000	early	LUAD
chr12	123150000	123200000	early	LUAD
chr12	123200000	123250000	early	LUAD
chr12	123250000	123300000	early	LUAD
chr12	123450000	123500000	early	LUAD
chr12	123500000	123550000	early	LUAD
chr12	123550000	123600000	early	LUAD
chr12	123600000	123650000	early	LUAD
chr12	123650000	123700000	early	LUAD
chr12	123700000	123750000	early	LUAD
chr12	123750000	123800000	early	LUAD
chr12	123800000	123850000	early	LUAD
chr12	123950000	1.24e+08	early	LUAD
chr12	124300000	124350000	early	LUAD
chr12	124350000	124400000	early	LUAD
chr12	124400000	124450000	early	LUAD
chr12	124450000	124500000	early	LUAD
chr12	124500000	124550000	early	LUAD
chr12	124550000	124600000	early	LUAD
chr12	124600000	124650000	early	LUAD
chr12	124650000	124700000	early	LUAD
chr12	124700000	124750000	early	LUAD
chr12	124750000	124800000	early	LUAD
chr12	124800000	124850000	early	LUAD
chr12	124900000	124950000	early	LUAD
chr12	124950000	1.25e+08	early	LUAD
chr12	1.25e+08	125050000	early	LUAD
chr12	125050000	125100000	early	LUAD
chr12	125100000	125150000	early	LUAD
chr12	125150000	125200000	early	LUAD
chr12	125200000	125250000	early	LUAD
chr12	125300000	125350000	late	LUAD
chr12	125350000	125400000	late	LUAD
chr12	125400000	125450000	late	LUAD
chr12	125450000	125500000	late	LUAD
chr12	125500000	125550000	late	LUAD
chr12	125550000	125600000	late	LUAD
chr12	125600000	125650000	late	LUAD
chr12	125650000	125700000	late	LUAD
chr12	125700000	125750000	late	LUAD
chr12	125750000	125800000	late	LUAD
chr12	125800000	125850000	late	LUAD
chr12	125850000	125900000	late	LUAD
chr12	125900000	125950000	late	LUAD
chr12	125950000	1.26e+08	late	LUAD
chr12	1.26e+08	126050000	late	LUAD
chr12	126050000	126100000	late	LUAD
chr12	126100000	126150000	late	LUAD
chr12	126150000	126200000	late	LUAD
chr12	126650000	126700000	late	LUAD
chr12	126700000	126750000	late	LUAD
chr12	126750000	126800000	late	LUAD
chr12	126800000	126850000	late	LUAD
chr12	126850000	126900000	late	LUAD
chr12	126900000	126950000	late	LUAD
chr12	126950000	1.27e+08	late	LUAD
chr12	1.27e+08	127050000	late	LUAD
chr12	127250000	127300000	later	LUAD
chr12	127550000	127600000	late	LUAD
chr12	127600000	127650000	late	LUAD
chr12	127650000	127700000	late	LUAD
chr12	127700000	127750000	late	LUAD
chr12	127750000	127800000	late	LUAD
chr12	127800000	127850000	late	LUAD
chr12	127850000	127900000	late	LUAD
chr12	127900000	127950000	late	LUAD
chr12	127950000	1.28e+08	late	LUAD
chr12	1.28e+08	128050000	late	LUAD
chr12	128050000	128100000	late	LUAD
chr12	128100000	128150000	late	LUAD
chr12	128150000	128200000	late	LUAD
chr12	128200000	128250000	late	LUAD
chr12	128250000	128300000	late	LUAD
chr12	128300000	128350000	late	LUAD
chr12	128350000	128400000	late	LUAD
chr12	128400000	128450000	late	LUAD
chr12	128450000	128500000	late	LUAD
chr12	128500000	128550000	late	LUAD
chr12	128550000	128600000	late	LUAD
chr12	128600000	128650000	late	LUAD
chr12	128650000	128700000	late	LUAD
chr12	128700000	128750000	late	LUAD
chr12	128750000	128800000	late	LUAD
chr12	128800000	128850000	late	LUAD
chr12	128850000	128900000	late	LUAD
chr12	128900000	128950000	late	LUAD
chr12	128950000	1.29e+08	late	LUAD
chr12	1.29e+08	129050000	late	LUAD
chr12	129050000	129100000	late	LUAD
chr12	129100000	129150000	late	LUAD
chr12	129150000	129200000	late	LUAD
chr12	129200000	129250000	late	LUAD
chr12	129250000	129300000	late	LUAD
chr12	129300000	129350000	late	LUAD
chr12	129350000	129400000	late	LUAD
chr12	129400000	129450000	late	LUAD
chr12	129450000	129500000	late	LUAD
chr12	129500000	129550000	late	LUAD
chr12	129550000	129600000	late	LUAD
chr12	129600000	129650000	late	LUAD
chr12	129650000	129700000	late	LUAD
chr12	129700000	129750000	late	LUAD
chr12	129750000	129800000	late	LUAD
chr12	129800000	129850000	late	LUAD
chr12	129850000	129900000	late	LUAD
chr12	129900000	129950000	late	LUAD
chr12	129950000	1.3e+08	late	LUAD
chr12	1.3e+08	130050000	late	LUAD
chr12	130050000	130100000	late	LUAD
chr12	130100000	130150000	late	LUAD
chr12	130150000	130200000	late	LUAD
chr12	130200000	130250000	late	LUAD
chr12	130250000	130300000	late	LUAD
chr12	130400000	130450000	late	LUAD
chr12	130450000	130500000	late	LUAD
chr12	130500000	130550000	late	LUAD
chr12	130550000	130600000	late	LUAD
chr12	130600000	130650000	late	LUAD
chr12	130650000	130700000	late	LUAD
chr12	131700000	131750000	early	LUAD
chr12	131750000	131800000	early	LUAD
chr12	131800000	131850000	early	LUAD
chr12	131850000	131900000	early	LUAD
chr12	131900000	131950000	early	LUAD
chr12	131950000	1.32e+08	early	LUAD
chr12	1.32e+08	132050000	early	LUAD
chr12	132050000	132100000	early	LUAD
chr12	132100000	132150000	early	LUAD
chr12	132150000	132200000	early	LUAD
chr12	132300000	132350000	earlier	LUAD
chr12	132450000	132500000	early	LUAD
chr12	132500000	132550000	early	LUAD
chr12	132550000	132600000	early	LUAD
chr12	132600000	132650000	early	LUAD
chr12	132650000	132700000	early	LUAD
chr12	132700000	132750000	early	LUAD
chr12	132750000	132800000	early	LUAD
chr12	132800000	132850000	early	LUAD
chr12	132850000	132900000	early	LUAD
chr12	132900000	132950000	early	LUAD
chr13	18150000	18200000	late	LUAD
chr13	18200000	18250000	late	LUAD
chr13	18250000	18300000	late	LUAD
chr13	18300000	18350000	late	LUAD
chr13	18450000	18500000	late	LUAD
chr13	18500000	18550000	late	LUAD
chr13	18550000	18600000	late	LUAD
chr13	18600000	18650000	late	LUAD
chr13	18650000	18700000	late	LUAD
chr13	18900000	18950000	late	LUAD
chr13	18950000	1.9e+07	late	LUAD
chr13	1.9e+07	19050000	late	LUAD
chr13	19050000	19100000	late	LUAD
chr13	19100000	19150000	late	LUAD
chr13	19150000	19200000	late	LUAD
chr13	19200000	19250000	late	LUAD
chr13	19250000	19300000	late	LUAD
chr13	19300000	19350000	late	LUAD
chr13	19350000	19400000	late	LUAD
chr13	19400000	19450000	late	LUAD
chr13	19450000	19500000	late	LUAD
chr13	19500000	19550000	late	LUAD
chr13	19550000	19600000	early	LUAD
chr13	19600000	19650000	early	LUAD
chr13	19650000	19700000	early	LUAD
chr13	19700000	19750000	early	LUAD
chr13	19750000	19800000	early	LUAD
chr13	19800000	19850000	early	LUAD
chr13	19850000	19900000	early	LUAD
chr13	19900000	19950000	early	LUAD
chr13	20150000	20200000	earlier	LUAD
chr13	20200000	20250000	earlier	LUAD
chr13	20250000	20300000	earlier	LUAD
chr13	20300000	20350000	earlier	LUAD
chr13	20550000	20600000	early	LUAD
chr13	20600000	20650000	early	LUAD
chr13	20650000	20700000	early	LUAD
chr13	20700000	20750000	early	LUAD
chr13	20750000	20800000	early	LUAD
chr13	20800000	20850000	early	LUAD
chr13	20850000	20900000	early	LUAD
chr13	2.1e+07	21050000	early	LUAD
chr13	21050000	21100000	early	LUAD
chr13	21100000	21150000	early	LUAD
chr13	21300000	21350000	early	LUAD
chr13	21350000	21400000	early	LUAD
chr13	21400000	21450000	late	LUAD
chr13	21450000	21500000	late	LUAD
chr13	21500000	21550000	late	LUAD
chr13	21550000	21600000	late	LUAD
chr13	21600000	21650000	late	LUAD
chr13	21650000	21700000	late	LUAD
chr13	21700000	21750000	late	LUAD
chr13	21750000	21800000	late	LUAD
chr13	21800000	21850000	late	LUAD
chr13	21850000	21900000	late	LUAD
chr13	21900000	21950000	late	LUAD
chr13	21950000	2.2e+07	late	LUAD
chr13	2.2e+07	22050000	late	LUAD
chr13	22800000	22850000	late	LUAD
chr13	22850000	22900000	late	LUAD
chr13	22900000	22950000	late	LUAD
chr13	22950000	2.3e+07	late	LUAD
chr13	2.3e+07	23050000	late	LUAD
chr13	23050000	23100000	late	LUAD
chr13	23100000	23150000	late	LUAD
chr13	23150000	23200000	late	LUAD
chr13	23200000	23250000	late	LUAD
chr13	23600000	23650000	late	LUAD
chr13	23650000	23700000	late	LUAD
chr13	23700000	23750000	late	LUAD
chr13	23750000	23800000	late	LUAD
chr13	23800000	23850000	late	LUAD
chr13	23850000	23900000	late	LUAD
chr13	23900000	23950000	late	LUAD
chr13	23950000	2.4e+07	late	LUAD
chr13	2.4e+07	24050000	late	LUAD
chr13	24200000	24250000	late	LUAD
chr13	24250000	24300000	late	LUAD
chr13	24300000	24350000	late	LUAD
chr13	24350000	24400000	late	LUAD
chr13	24400000	24450000	late	LUAD
chr13	24450000	24500000	late	LUAD
chr13	24500000	24550000	late	LUAD
chr13	24550000	24600000	late	LUAD
chr13	24600000	24650000	late	LUAD
chr13	24650000	24700000	late	LUAD
chr13	24700000	24750000	late	LUAD
chr13	24750000	24800000	late	LUAD
chr13	24800000	24850000	late	LUAD
chr13	24850000	24900000	late	LUAD
chr13	24900000	24950000	late	LUAD
chr13	24950000	2.5e+07	late	LUAD
chr13	2.5e+07	25050000	late	LUAD
chr13	25050000	25100000	late	LUAD
chr13	25100000	25150000	late	LUAD
chr13	25150000	25200000	late	LUAD
chr13	25450000	25500000	late	LUAD
chr13	25500000	25550000	late	LUAD
chr13	25550000	25600000	late	LUAD
chr13	25600000	25650000	late	LUAD
chr13	25850000	25900000	late	LUAD
chr13	25900000	25950000	late	LUAD
chr13	25950000	2.6e+07	late	LUAD
chr13	2.6e+07	26050000	late	LUAD
chr13	26050000	26100000	late	LUAD
chr13	26100000	26150000	late	LUAD
chr13	26150000	26200000	late	LUAD
chr13	26200000	26250000	late	LUAD
chr13	26250000	26300000	late	LUAD
chr13	26300000	26350000	late	LUAD
chr13	26500000	26550000	late	LUAD
chr13	26550000	26600000	late	LUAD
chr13	26600000	26650000	late	LUAD
chr13	26650000	26700000	late	LUAD
chr13	26700000	26750000	late	LUAD
chr13	26750000	26800000	late	LUAD
chr13	26800000	26850000	early	LUAD
chr13	26850000	26900000	early	LUAD
chr13	26900000	26950000	early	LUAD
chr13	26950000	2.7e+07	early	LUAD
chr13	2.7e+07	27050000	early	LUAD
chr13	27050000	27100000	early	LUAD
chr13	27100000	27150000	early	LUAD
chr13	27150000	27200000	early	LUAD
chr13	27200000	27250000	early	LUAD
chr13	27250000	27300000	early	LUAD
chr13	27300000	27350000	early	LUAD
chr13	27350000	27400000	early	LUAD
chr13	27400000	27450000	early	LUAD
chr13	27450000	27500000	late	LUAD
chr13	27500000	27550000	late	LUAD
chr13	27550000	27600000	late	LUAD
chr13	27600000	27650000	late	LUAD
chr13	27650000	27700000	late	LUAD
chr13	27700000	27750000	late	LUAD
chr13	27750000	27800000	late	LUAD
chr13	27800000	27850000	late	LUAD
chr13	27850000	27900000	late	LUAD
chr13	27900000	27950000	late	LUAD
chr13	27950000	2.8e+07	late	LUAD
chr13	2.8e+07	28050000	late	LUAD
chr13	28050000	28100000	late	LUAD
chr13	28100000	28150000	late	LUAD
chr13	28150000	28200000	late	LUAD
chr13	28200000	28250000	late	LUAD
chr13	28250000	28300000	late	LUAD
chr13	28300000	28350000	late	LUAD
chr13	28350000	28400000	late	LUAD
chr13	28400000	28450000	late	LUAD
chr13	28450000	28500000	late	LUAD
chr13	28500000	28550000	late	LUAD
chr13	28550000	28600000	late	LUAD
chr13	28600000	28650000	late	LUAD
chr13	28650000	28700000	late	LUAD
chr13	28700000	28750000	late	LUAD
chr13	28750000	28800000	late	LUAD
chr13	28800000	28850000	late	LUAD
chr13	28850000	28900000	late	LUAD
chr13	28900000	28950000	late	LUAD
chr13	28950000	2.9e+07	late	LUAD
chr13	2.9e+07	29050000	late	LUAD
chr13	29050000	29100000	late	LUAD
chr13	29100000	29150000	late	LUAD
chr13	29150000	29200000	late	LUAD
chr13	29200000	29250000	late	LUAD
chr13	29250000	29300000	late	LUAD
chr13	29300000	29350000	late	LUAD
chr13	29350000	29400000	late	LUAD
chr13	29400000	29450000	late	LUAD
chr13	29450000	29500000	late	LUAD
chr13	29500000	29550000	late	LUAD
chr13	29550000	29600000	late	LUAD
chr13	29650000	29700000	late	LUAD
chr13	29700000	29750000	late	LUAD
chr13	29750000	29800000	late	LUAD
chr13	29800000	29850000	late	LUAD
chr13	29850000	29900000	early	LUAD
chr13	29900000	29950000	early	LUAD
chr13	29950000	3e+07	early	LUAD
chr13	3e+07	30050000	early	LUAD
chr13	30050000	30100000	early	LUAD
chr13	30100000	30150000	early	LUAD
chr13	30150000	30200000	early	LUAD
chr13	30200000	30250000	early	LUAD
chr13	30250000	30300000	early	LUAD
chr13	30300000	30350000	early	LUAD
chr13	30350000	30400000	early	LUAD
chr13	30400000	30450000	early	LUAD
chr13	30450000	30500000	early	LUAD
chr13	30500000	30550000	early	LUAD
chr13	30550000	30600000	early	LUAD
chr13	30600000	30650000	early	LUAD
chr13	30650000	30700000	early	LUAD
chr13	30700000	30750000	early	LUAD
chr13	30750000	30800000	early	LUAD
chr13	3.1e+07	31050000	early	LUAD
chr13	31050000	31100000	early	LUAD
chr13	31200000	31250000	early	LUAD
chr13	31250000	31300000	late	LUAD
chr13	31300000	31350000	late	LUAD
chr13	31350000	31400000	late	LUAD
chr13	31400000	31450000	late	LUAD
chr13	31450000	31500000	late	LUAD
chr13	31500000	31550000	late	LUAD
chr13	31550000	31600000	late	LUAD
chr13	31600000	31650000	late	LUAD
chr13	31850000	31900000	late	LUAD
chr13	31900000	31950000	late	LUAD
chr13	31950000	3.2e+07	late	LUAD
chr13	3.2e+07	32050000	late	LUAD
chr13	32050000	32100000	late	LUAD
chr13	32100000	32150000	late	LUAD
chr13	32150000	32200000	late	LUAD
chr13	32200000	32250000	late	LUAD
chr13	32250000	32300000	late	LUAD
chr13	32300000	32350000	late	LUAD
chr13	32350000	32400000	late	LUAD
chr13	32400000	32450000	late	LUAD
chr13	32450000	32500000	late	LUAD
chr13	32500000	32550000	late	LUAD
chr13	32550000	32600000	late	LUAD
chr13	32600000	32650000	late	LUAD
chr13	32650000	32700000	late	LUAD
chr13	32900000	32950000	earlier	LUAD
chr13	3.3e+07	33050000	late	LUAD
chr13	33050000	33100000	late	LUAD
chr13	33100000	33150000	late	LUAD
chr13	33150000	33200000	late	LUAD
chr13	33200000	33250000	late	LUAD
chr13	33250000	33300000	early	LUAD
chr13	33300000	33350000	early	LUAD
chr13	33350000	33400000	early	LUAD
chr13	33400000	33450000	early	LUAD
chr13	33450000	33500000	early	LUAD
chr13	33500000	33550000	early	LUAD
chr13	33550000	33600000	late	LUAD
chr13	33600000	33650000	late	LUAD
chr13	33850000	33900000	earlier	LUAD
chr13	33900000	33950000	earlier	LUAD
chr13	33950000	3.4e+07	earlier	LUAD
chr13	3.4e+07	34050000	earlier	LUAD
chr13	34050000	34100000	earlier	LUAD
chr13	34100000	34150000	earlier	LUAD
chr13	34150000	34200000	earlier	LUAD
chr13	34200000	34250000	earlier	LUAD
chr13	34550000	34600000	late	LUAD
chr13	34600000	34650000	late	LUAD
chr13	34700000	34750000	late	LUAD
chr13	34750000	34800000	late	LUAD
chr13	34950000	3.5e+07	late	LUAD
chr13	3.5e+07	35050000	late	LUAD
chr13	35050000	35100000	late	LUAD
chr13	35100000	35150000	late	LUAD
chr13	35150000	35200000	late	LUAD
chr13	35200000	35250000	late	LUAD
chr13	35250000	35300000	late	LUAD
chr13	35300000	35350000	late	LUAD
chr13	35350000	35400000	late	LUAD
chr13	35400000	35450000	late	LUAD
chr13	35450000	35500000	late	LUAD
chr13	35500000	35550000	late	LUAD
chr13	35550000	35600000	late	LUAD
chr13	35800000	35850000	late	LUAD
chr13	35850000	35900000	late	LUAD
chr13	35900000	35950000	late	LUAD
chr13	36650000	36700000	late	LUAD
chr13	36700000	36750000	late	LUAD
chr13	36750000	36800000	late	LUAD
chr13	36800000	36850000	late	LUAD
chr13	36850000	36900000	late	LUAD
chr13	36900000	36950000	early	LUAD
chr13	36950000	3.7e+07	late	LUAD
chr13	3.7e+07	37050000	late	LUAD
chr13	37050000	37100000	late	LUAD
chr13	37100000	37150000	late	LUAD
chr13	37150000	37200000	late	LUAD
chr13	37200000	37250000	late	LUAD
chr13	37250000	37300000	late	LUAD
chr13	37300000	37350000	late	LUAD
chr13	37350000	37400000	late	LUAD
chr13	37550000	37600000	late	LUAD
chr13	37600000	37650000	late	LUAD
chr13	37650000	37700000	late	LUAD
chr13	37700000	37750000	late	LUAD
chr13	37750000	37800000	late	LUAD
chr13	37800000	37850000	late	LUAD
chr13	37850000	37900000	late	LUAD
chr13	37900000	37950000	late	LUAD
chr13	37950000	3.8e+07	late	LUAD
chr13	3.8e+07	38050000	late	LUAD
chr13	38050000	38100000	late	LUAD
chr13	38100000	38150000	late	LUAD
chr13	38150000	38200000	late	LUAD
chr13	38200000	38250000	late	LUAD
chr13	38250000	38300000	late	LUAD
chr13	38300000	38350000	late	LUAD
chr13	38350000	38400000	late	LUAD
chr13	38400000	38450000	late	LUAD
chr13	38450000	38500000	late	LUAD
chr13	38500000	38550000	late	LUAD
chr13	38550000	38600000	late	LUAD
chr13	38600000	38650000	late	LUAD
chr13	38650000	38700000	late	LUAD
chr13	38700000	38750000	late	LUAD
chr13	38750000	38800000	late	LUAD
chr13	38800000	38850000	late	LUAD
chr13	38850000	38900000	late	LUAD
chr13	38900000	38950000	late	LUAD
chr13	3.9e+07	39050000	late	LUAD
chr13	39050000	39100000	late	LUAD
chr13	39100000	39150000	late	LUAD
chr13	39150000	39200000	late	LUAD
chr13	39350000	39400000	late	LUAD
chr13	39400000	39450000	late	LUAD
chr13	39450000	39500000	late	LUAD
chr13	39500000	39550000	late	LUAD
chr13	39550000	39600000	late	LUAD
chr13	39600000	39650000	late	LUAD
chr13	39650000	39700000	late	LUAD
chr13	39700000	39750000	late	LUAD
chr13	39750000	39800000	late	LUAD
chr13	39800000	39850000	late	LUAD
chr13	39850000	39900000	late	LUAD
chr13	39900000	39950000	late	LUAD
chr13	39950000	4e+07	late	LUAD
chr13	4e+07	40050000	late	LUAD
chr13	40050000	40100000	late	LUAD
chr13	40100000	40150000	late	LUAD
chr13	40150000	40200000	late	LUAD
chr13	40200000	40250000	late	LUAD
chr13	40250000	40300000	late	LUAD
chr13	40300000	40350000	late	LUAD
chr13	40350000	40400000	late	LUAD
chr13	40400000	40450000	late	LUAD
chr13	40450000	40500000	late	LUAD
chr13	40500000	40550000	late	LUAD
chr13	40550000	40600000	late	LUAD
chr13	40600000	40650000	late	LUAD
chr13	40650000	40700000	late	LUAD
chr13	40700000	40750000	late	LUAD
chr13	40750000	40800000	late	LUAD
chr13	40800000	40850000	late	LUAD
chr13	40850000	40900000	late	LUAD
chr13	41250000	41300000	early	LUAD
chr13	41400000	41450000	earlier	LUAD
chr13	41450000	41500000	earlier	LUAD
chr13	41600000	41650000	early	LUAD
chr13	41650000	41700000	late	LUAD
chr13	41700000	41750000	late	LUAD
chr13	41750000	41800000	early	LUAD
chr13	41800000	41850000	early	LUAD
chr13	41850000	41900000	early	LUAD
chr13	41900000	41950000	early	LUAD
chr13	41950000	4.2e+07	early	LUAD
chr13	4.2e+07	42050000	early	LUAD
chr13	42050000	42100000	early	LUAD
chr13	42200000	42250000	early	LUAD
chr13	42250000	42300000	early	LUAD
chr13	42300000	42350000	late	LUAD
chr13	42350000	42400000	late	LUAD
chr13	42400000	42450000	late	LUAD
chr13	42450000	42500000	late	LUAD
chr13	42500000	42550000	late	LUAD
chr13	42550000	42600000	late	LUAD
chr13	42600000	42650000	late	LUAD
chr13	42650000	42700000	late	LUAD
chr13	42700000	42750000	late	LUAD
chr13	42750000	42800000	late	LUAD
chr13	43250000	43300000	early	LUAD
chr13	43300000	43350000	late	LUAD
chr13	43350000	43400000	late	LUAD
chr13	43400000	43450000	late	LUAD
chr13	43450000	43500000	late	LUAD
chr13	43550000	43600000	later	LUAD
chr13	43600000	43650000	later	LUAD
chr13	43650000	43700000	later	LUAD
chr13	43700000	43750000	later	LUAD
chr13	43750000	43800000	later	LUAD
chr13	43800000	43850000	later	LUAD
chr13	43850000	43900000	later	LUAD
chr13	4.4e+07	44050000	early	LUAD
chr13	44050000	44100000	early	LUAD
chr13	44100000	44150000	early	LUAD
chr13	44150000	44200000	early	LUAD
chr13	44200000	44250000	early	LUAD
chr13	44350000	44400000	early	LUAD
chr13	44400000	44450000	early	LUAD
chr13	44450000	44500000	early	LUAD
chr13	44500000	44550000	early	LUAD
chr13	44550000	44600000	early	LUAD
chr13	44600000	44650000	early	LUAD
chr13	44650000	44700000	early	LUAD
chr13	44700000	44750000	early	LUAD
chr13	44750000	44800000	early	LUAD
chr13	44800000	44850000	early	LUAD
chr13	44850000	44900000	early	LUAD
chr13	44900000	44950000	early	LUAD
chr13	44950000	4.5e+07	early	LUAD
chr13	4.5e+07	45050000	early	LUAD
chr13	45050000	45100000	early	LUAD
chr13	45100000	45150000	early	LUAD
chr13	45150000	45200000	early	LUAD
chr13	45200000	45250000	early	LUAD
chr13	45250000	45300000	early	LUAD
chr13	45300000	45350000	early	LUAD
chr13	45350000	45400000	early	LUAD
chr13	45400000	45450000	early	LUAD
chr13	45450000	45500000	early	LUAD
chr13	45500000	45550000	early	LUAD
chr13	45550000	45600000	early	LUAD
chr13	45600000	45650000	early	LUAD
chr13	45650000	45700000	late	LUAD
chr13	45700000	45750000	late	LUAD
chr13	45750000	45800000	late	LUAD
chr13	45800000	45850000	late	LUAD
chr13	45850000	45900000	late	LUAD
chr13	45900000	45950000	late	LUAD
chr13	45950000	4.6e+07	late	LUAD
chr13	4.6e+07	46050000	late	LUAD
chr13	46050000	46100000	late	LUAD
chr13	46100000	46150000	late	LUAD
chr13	46150000	46200000	late	LUAD
chr13	46200000	46250000	late	LUAD
chr13	46250000	46300000	late	LUAD
chr13	46300000	46350000	late	LUAD
chr13	46350000	46400000	late	LUAD
chr13	46800000	46850000	late	LUAD
chr13	46850000	46900000	late	LUAD
chr13	46900000	46950000	late	LUAD
chr13	46950000	4.7e+07	late	LUAD
chr13	4.7e+07	47050000	late	LUAD
chr13	47050000	47100000	late	LUAD
chr13	47250000	47300000	late	LUAD
chr13	47300000	47350000	late	LUAD
chr13	47350000	47400000	late	LUAD
chr13	47400000	47450000	late	LUAD
chr13	47450000	47500000	late	LUAD
chr13	47500000	47550000	late	LUAD
chr13	47550000	47600000	late	LUAD
chr13	47600000	47650000	late	LUAD
chr13	47650000	47700000	late	LUAD
chr13	47700000	47750000	late	LUAD
chr13	47750000	47800000	late	LUAD
chr13	47800000	47850000	late	LUAD
chr13	47850000	47900000	late	LUAD
chr13	47900000	47950000	late	LUAD
chr13	47950000	4.8e+07	late	LUAD
chr13	4.8e+07	48050000	late	LUAD
chr13	48300000	48350000	late	LUAD
chr13	48350000	48400000	late	LUAD
chr13	48400000	48450000	late	LUAD
chr13	49050000	49100000	late	LUAD
chr13	49100000	49150000	late	LUAD
chr13	49150000	49200000	early	LUAD
chr13	49350000	49400000	early	LUAD
chr13	49400000	49450000	early	LUAD
chr13	49450000	49500000	early	LUAD
chr13	49500000	49550000	early	LUAD
chr13	49550000	49600000	early	LUAD
chr13	49600000	49650000	early	LUAD
chr13	49650000	49700000	early	LUAD
chr13	49800000	49850000	early	LUAD
chr13	49850000	49900000	early	LUAD
chr13	49900000	49950000	early	LUAD
chr13	49950000	5e+07	early	LUAD
chr13	5e+07	50050000	early	LUAD
chr13	50050000	50100000	early	LUAD
chr13	50100000	50150000	early	LUAD
chr13	50150000	50200000	early	LUAD
chr13	50200000	50250000	early	LUAD
chr13	50250000	50300000	early	LUAD
chr13	50300000	50350000	early	LUAD
chr13	50350000	50400000	late	LUAD
chr13	50400000	50450000	late	LUAD
chr13	50450000	50500000	late	LUAD
chr13	50500000	50550000	late	LUAD
chr13	50550000	50600000	late	LUAD
chr13	50600000	50650000	late	LUAD
chr13	50650000	50700000	late	LUAD
chr13	50700000	50750000	late	LUAD
chr13	50750000	50800000	late	LUAD
chr13	50850000	50900000	earlier	LUAD
chr13	50900000	50950000	earlier	LUAD
chr13	50950000	5.1e+07	earlier	LUAD
chr13	5.1e+07	51050000	earlier	LUAD
chr13	51050000	51100000	earlier	LUAD
chr13	51300000	51350000	earlier	LUAD
chr13	51350000	51400000	earlier	LUAD
chr13	51400000	51450000	earlier	LUAD
chr13	51450000	51500000	earlier	LUAD
chr13	51500000	51550000	earlier	LUAD
chr13	51550000	51600000	earlier	LUAD
chr13	51600000	51650000	earlier	LUAD
chr13	51650000	51700000	earlier	LUAD
chr13	51700000	51750000	earlier	LUAD
chr13	51750000	51800000	late	LUAD
chr13	51800000	51850000	late	LUAD
chr13	51850000	51900000	late	LUAD
chr13	51900000	51950000	late	LUAD
chr13	51950000	5.2e+07	late	LUAD
chr13	5.2e+07	52050000	late	LUAD
chr13	52050000	52100000	early	LUAD
chr13	52100000	52150000	early	LUAD
chr13	52250000	52300000	later	LUAD
chr13	52300000	52350000	later	LUAD
chr13	52350000	52400000	later	LUAD
chr13	52400000	52450000	later	LUAD
chr13	52450000	52500000	later	LUAD
chr13	52500000	52550000	later	LUAD
chr13	52700000	52750000	late	LUAD
chr13	52750000	52800000	late	LUAD
chr13	52800000	52850000	late	LUAD
chr13	52850000	52900000	late	LUAD
chr13	52900000	52950000	late	LUAD
chr13	52950000	5.3e+07	late	LUAD
chr13	5.3e+07	53050000	late	LUAD
chr13	53050000	53100000	late	LUAD
chr13	58850000	58900000	late	LUAD
chr13	58900000	58950000	late	LUAD
chr13	58950000	5.9e+07	late	LUAD
chr13	5.9e+07	59050000	late	LUAD
chr13	59050000	59100000	late	LUAD
chr13	59100000	59150000	late	LUAD
chr13	59150000	59200000	late	LUAD
chr13	59200000	59250000	late	LUAD
chr13	59250000	59300000	late	LUAD
chr13	59300000	59350000	late	LUAD
